,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,WHITE_ELO,BLACK_ELO,WINNER
5328,0,-5,0,0,-5,0,-1000000,0,-1,-1,0,-9,-3,-1,-1,0,0,0,-3,-1,-3,-3,0,0,0,0,-1,0,-1,0,1,-1,0,0,1,0,0,0,0,0,1,1,3,1,1,1,0,0,0,3,0,0,3,5,3,1,0,5,0,9,0,0,1000000,0,374,1616,1
5329,0,-3,0,-9,-5,-3,-1000000,0,-5,-1,0,0,0,-1,0,0,0,3,-1,0,-3,0,-1,-1,0,0,1,-1,0,0,1,0,-1,0,0,1,0,0,0,1,1,0,9,0,1,-1,0,0,0,1,0,3,0,1,0,0,5,0,0,1000000,0,0,0,5,1706,1177,-1
5330,-5,0,0,0,-1000000,-3,0,-5,-1,-1,0,-3,-1,-1,0,-3,-9,0,-1,0,0,-3,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,3,0,3,1,1,0,1,1,1,0,1,0,3,1,0,5,0,9,1000000,0,0,5,1629,1776,1
5331,0,-5,-3,-9,-5,0,-1000000,0,0,-1,-1,0,-3,-1,0,-1,0,0,-3,0,0,0,0,-3,-1,0,0,-1,1,0,-1,0,0,0,0,1,0,0,1,0,0,0,0,9,0,3,0,1,1,1,0,3,0,1,3,0,5,3,0,0,0,5,1000000,0,2262,2495,1
5332,-5,-9,0,0,0,-5,-1000000,0,-1,-1,0,-3,0,-1,-3,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-3,0,0,1,0,0,1,0,1,0,0,1,0,3,0,0,5,0,1,0,3,3,0,0,0,3,9,0,5,1000000,0,937,1588,1
5333,-5,0,0,-9,-1000000,-3,0,-5,0,-3,-3,-1,0,-1,-1,-1,-1,-1,-3,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,1,1,3,1,9,1,1,1,5,0,3,0,1000000,0,0,5,368,1386,1
5334,-1000000,0,-5,0,0,0,0,-5,-1,0,1,0,0,-1,-3,-3,-1,0,0,0,0,0,-1,0,0,0,0,-3,1,0,0,-1,0,0,0,0,0,3,0,1,3,0,0,-1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,5,0,5,0,1000000,0,405,1482,1
5335,-5,0,0,0,-1000000,-3,0,-5,0,-1,-9,0,-1,-1,0,0,0,0,-3,0,-3,0,-1,0,-1,0,0,0,1,0,1,0,1,-3,0,0,0,0,0,0,0,1,-1,1,3,3,0,-1,0,0,1,0,9,1,0,1,5,0,5,0,0,1000000,0,3,2294,498,-1
5336,0,0,-9,-5,-5,0,-1000000,0,0,0,0,-3,0,-1,-1,0,-1,0,0,-3,0,0,0,0,1,0,-1,9,0,3,-1,0,0,-1,0,0,-3,0,0,0,0,0,0,0,3,0,0,1,0,1,3,0,0,1,1000000,0,5,0,0,0,5,0,0,0,1153,497,-1
5337,0,0,0,0,-5,0,-1000000,0,0,0,0,0,-3,0,0,0,-1,0,-1,0,-3,-3,-3,0,-9,-1,0,-1,0,-1,0,-5,0,0,0,1,0,0,-1,1,1,0,1,0,1,0,0,0,0,1,0,0,9,1,0,1,0,0,5,0,0,1000000,3,5,1804,1500,-1
5338,-5,0,-3,-9,0,-5,-1000000,0,0,0,0,0,0,-1,-3,-1,-1,0,0,-1,0,-3,-1,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,1,-3,1,0,0,0,1,0,0,3,0,0,1,1,9,3,3,1,0,3,0,0,0,0,5,5,1000000,0,1237,609,-1
5339,0,0,0,0,0,0,0,-5,0,-1000000,-9,0,0,-1,-1,0,0,0,-3,0,-1,0,0,-1,-1,0,0,-1,0,0,0,1,0,0,-1,1,0,1,1,0,5,-1,1,3,0,0,3,0,0,0,-3,0,0,0,3,1000000,0,0,3,0,0,0,0,9,1942,2115,1
5340,-5,0,0,0,0,-5,-1000000,0,0,-1,0,5,-3,-1,-1,-1,0,0,-1,0,0,0,0,-9,-1,0,0,0,-1,0,3,0,0,0,0,0,0,1,-3,0,0,0,1,0,1,0,1,1,1,0,9,0,0,0,3,0,0,5,0,0,0,0,1000000,0,1460,1451,-1
5341,0,0,0,-9,0,0,0,0,0,0,0,0,5,0,-3,-1000000,0,0,0,0,-3,0,-1,0,-5,3,-1,0,0,-1,0,-1,-1,0,0,-3,0,1,0,1,1,0,3,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1000000,1262,1632,1
5342,0,0,0,0,-5,-1000000,0,0,0,-1,0,0,0,-1,-3,-1,0,0,-1,0,0,0,-9,0,0,0,0,-5,0,1,0,0,1,1,0,1,-1,0,-1,9,0,0,1,0,5,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,5,632,490,-1
5343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000000,0,0,0,0,0,0,0,-1,0,0,0,-3,0,0,0,0,0,0,0,0,0,-5,1,1,0,1,0,1,0,0,0,-3,5,0,1,0,0,0,0,0,0,0,0,3,0,1000000,0,0,0,1633,1800,1
5344,0,-5,0,-5,0,0,-1000000,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,3,0,0,1,-1,0,0,0,1,1,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1000000,0,915,1274,1
5345,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,-1,0,0,-1,0,-3,-3,0,1,-1,0,1,3,0,0,-3,0,1,0,0,0,0,-1000000,0,0,0,0,1000000,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,886,-1
5346,0,0,0,0,-1000000,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-5,0,0,1,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1000000,-1,0,0,0,0,0,0,0,5,0,2104,2145,1
5347,9,-3,-1000000,-5,0,0,0,-5,0,0,-1,-9,0,0,-3,0,0,-1,0,0,0,-1,0,0,0,-1,0,1,-1,-3,0,-1,0,0,0,1,0,0,-3,0,1,0,0,0,3,0,-1,0,0,0,0,0,1,0,3,0,5,3,5,0,0,3,1000000,0,1995,1885,-1
5348,0,-5,0,0,-1000000,0,0,-5,-1,-1,-1,0,-9,0,0,0,0,0,0,-3,0,0,-1,-1,0,3,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,0,5,1,0,0,3,1,9,1,0,0,3,0,0,5,1000000,0,276,1597,1
5349,0,0,-1000000,-5,0,0,0,0,0,-1,-9,0,0,-1,-1,-1,-1,0,0,0,-3,-3,0,0,0,0,0,0,-3,0,0,0,0,0,-1,-5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,3,3,1,1,0,5,3,0,9,0,5,0,1000000,2499,2169,-1
5350,-5,0,0,0,-1000000,0,0,-5,0,-1,-1,0,0,-1,-1,-1,-1,-3,0,-3,0,0,0,0,0,0,0,-9,0,-3,1,0,0,0,0,1,-1,0,0,1,1,0,0,0,3,0,0,0,0,1,1,3,1,1,9,0,5,0,0,0,1000000,3,0,5,2309,1510,-1
5351,-5,0,0,0,0,0,-1000000,0,-9,-5,0,0,0,-1,-1,0,0,0,-3,-3,0,-3,0,-1,0,1,-1,0,-1,0,0,0,-1,0,0,-1,1,1,-3,0,1,0,-1,1,0,3,1,0,0,0,0,0,0,0,3,1,0,5,3,9,3,5,0,1000000,2278,1481,-1
5352,0,-5,0,0,0,-5,0,-1000000,-1,1,0,-1,0,0,-3,0,3,-9,0,1,-1,0,0,0,0,-1,-1,0,1,-1,0,-1,0,0,0,0,-3,0,-1,1,0,0,0,0,0,0,1,0,0,1,1,3,9,1,0,0,0,1000000,0,5,0,0,3,5,2344,1470,-1
5353,0,0,-5,0,-1000000,0,0,-5,-1,0,0,0,0,-1,-1,-1,1,-1,-1,0,-1,0,-3,0,0,0,0,-3,0,0,0,0,5,-3,0,0,-1,1,1,3,0,0,0,0,0,0,0,1,0,1,1,3,1000000,0,3,0,0,0,0,0,5,0,0,0,860,1457,1
5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000000,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,9,0,0,0,-3,-9,3,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1000000,0,442,1409,1
5355,0,0,0,-5,-1000000,0,0,-5,-1,-1,0,-3,-9,-1,-1,-1,0,0,-1,0,0,-3,-3,0,1,0,0,0,0,0,0,0,9,-3,-1,1,1,3,0,1,0,0,3,0,0,1,1,0,0,1,0,0,0,0,3,0,5,0,0,0,1000000,0,3,5,1446,659,-1
5356,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,-1000000,0,0,1,-3,0,3,-3,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1000000,1404,1781,1
5357,-5,0,0,0,-1000000,0,0,0,0,-1,0,-3,-3,-1,3,0,0,1,0,0,-1,-3,0,-1,0,0,-1,-1,0,0,-1,1,0,0,-3,1,0,0,0,0,-1,0,0,0,1,1,3,0,1,0,0,0,0,0,1000000,0,0,9,5,5,0,0,0,0,1913,1983,1
5358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,-1000000,0,-1,0,-1,0,0,0,0,0,0,-5,0,0,0,0,0,3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,2133,453,-1
5359,0,-5,-3,0,0,0,0,-5,0,-1,-1000000,0,-3,0,-1,0,-1,0,-9,-1,-1,0,0,0,-3,0,0,0,0,0,0,-1,0,0,1,3,0,1,0,1,1,1,0,0,0,0,1,0,0,1000000,3,0,0,0,0,0,0,5,5,0,0,0,0,0,2397,2341,-1
5360,-5,0,0,-3,-5,0,-1000000,0,0,-1,-9,-3,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,3,3,-1,0,3,0,9,1,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,0,5,1000000,0,328,2139,1
5361,0,0,0,-3,0,0,-1000000,0,3,0,0,0,0,0,-1,0,-3,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,-1,0,5,0,0,-3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1000000,0,1,0,0,0,0,0,0,0,0,202,1103,1
5362,0,0,0,-9,0,-5,0,-1000000,0,-1,0,-3,0,0,0,0,0,-5,0,-3,-3,-3,0,0,0,0,-1,0,-1,0,3,-1,-1,0,1,-1,1,0,-1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,5,3,0,0,0,0,9,3,3,1000000,5,1824,1473,-1
5363,0,0,0,0,0,0,0,0,-1,3,3,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-3,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1000000,0,0,0,-1000000,0,0,0,0,0,0,0,0,0,0,2264,1720,-1
5364,-5,0,0,0,0,0,-5,-1000000,0,0,0,-3,-1,-9,0,-1,0,0,-1,0,0,0,0,-3,-1,-1,1,-1,1,0,0,0,0,1,0,1,3,0,3,0,1,0,0,0,0,0,1,-3,0,0,9,0,3,0,0,1,0,0,3,5,0,5,1000000,0,1543,2322,1
5365,0,0,-5,0,0,0,-1000000,0,0,-3,0,-5,0,-1,-1,0,0,-1,0,0,0,-9,0,-1,0,1,0,-1,0,3,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,5,0,9,5,1000000,0,1865,952,-1
5366,-5,0,0,-9,0,0,-1000000,0,-1,-1,0,0,0,-5,-1,-1,0,0,0,0,-1,0,-3,0,0,0,1,-1,0,-3,0,0,0,-3,0,0,0,1,0,1,0,0,3,0,0,3,0,0,1,1,1,0,3,3,0,0,5,0,0,9,1000000,0,5,0,1793,2120,1
5367,-5,0,0,-3,-3,-1000000,0,0,0,-9,0,0,0,0,0,0,-3,0,0,0,0,-1,-1,0,0,-1,0,1,-1,0,0,0,0,1,0,0,1,0,0,-1,0,0,0,0,3,1,0,1,5,0,0,3,0,0,1,0,5,0,0,0,0,3,0,1000000,2052,1088,-1
5368,0,0,0,-5,0,0,-1000000,0,-1,-1,0,0,-3,0,-1,0,0,-3,-3,0,-1,0,0,-1,0,0,0,0,1,-5,0,0,1,0,0,-3,-1,0,0,3,0,0,3,0,0,0,0,9,0,-9,0,0,0,1,1,1,0,3,5,0,0,5,0,1000000,629,1659,1
5369,0,-5,0,0,0,0,-1000000,0,0,0,0,-3,0,0,0,-1,0,0,0,0,0,-5,-1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1000000,5,0,1,-3,0,0,0,0,0,0,0,0,684,590,-1
5370,0,0,-5,0,-5,0,-1000000,0,-1,3,0,0,-9,-1,0,-3,-3,0,-1,0,-3,0,0,0,0,-1,-3,0,-1,0,0,0,0,1,0,-1,0,0,-1,0,1,0,0,1,0,0,1,1,0,0,0,9,1,1,3,0,5,0,0,0,1000000,0,3,5,1061,1128,1
5371,0,0,0,0,0,0,0,-1000000,-1,0,0,0,3,0,0,-1,0,0,-1,0,9,0,0,0,0,-1,0,-1,-9,-5,0,1,0,0,0,0,0,0,0,0,-3,1,0,0,0,0,0,0,0,1000000,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1063,1341,1
5372,0,0,-3,0,0,0,-1000000,-5,0,-1,0,0,-9,0,0,0,-5,0,-1,0,0,-3,-1,0,-1,1,1,-1,0,-1,3,0,1,0,0,1,-1,1,0,-1,0,0,3,0,0,0,0,1,3,0,0,0,3,0,1,0,5,5,0,0,9,1000000,0,0,1206,1964,1
5373,-5,0,-3,-9,0,-5,-1000000,0,0,0,-1,-3,-3,-1,-1,-1,-1,-1,0,0,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,3,1,3,0,0,0,1,9,3,0,1,1,1,5,0,0,0,1000000,0,0,5,365,1483,1
5374,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,-3,-1000000,0,0,0,0,0,0,-1,-1,0,-1,0,-1,-3,0,0,0,-1,0,-3,0,0,0,0,1,-5,0,1,0,0,0,1,0,0,0,0,3,1000000,1,0,0,0,0,5,0,3,0,0,0,931,1479,1
5375,0,0,-5,0,0,0,-1000000,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-9,0,0,0,0,0,3,0,0,0,0,-1,0,0,0,3,0,1,-1,0,0,1,1,0,0,0,1,0,1000000,0,0,0,0,0,0,0,0,5,0,1266,1169,-1
5376,3,0,0,-1000000,0,0,0,-5,-1,0,0,0,0,-1,-1,-1,0,0,-3,1,0,-3,0,0,0,-1,0,0,-3,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-9,0,1,5,1,0,0,0,1,0,3,0,0,0,0,5,0,1000000,0,0,560,1208,1
5377,-3,-5,0,0,-5,-1000000,0,0,-1,0,-3,0,0,-1,0,9,0,-1,0,-1,-1,-9,3,0,0,1,0,0,0,3,-3,0,1,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1000000,0,5,0,0,5,0,0,0,2405,2173,-1
5378,0,0,0,-9,-1000000,-3,0,-5,-3,0,-1,0,0,-3,-1,-1,-1,0,-3,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,0,1,0,1,1,0,3,1,1,0,1,0,0,0,1,3,0,5,3,3,0,1000000,0,0,5,1419,1092,-1
5379,0,-5,-3,0,0,-5,-1000000,0,-1,0,3,-1,0,-1,-3,0,0,-1,0,1,-1,0,-1,-1,0,0,-3,0,0,0,-9,1,0,0,3,0,1,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,1,1,0,5,0,0,9,1000000,0,0,5,2071,1773,-1
5380,-5,-3,0,-9,-1000000,0,0,-5,0,-1,0,0,-3,-1,0,0,-1,0,0,0,0,-3,0,0,0,0,-1,0,-1,-3,0,0,0,0,1,0,0,0,0,0,0,1,3,-1,1,1,0,-1,1,3,0,1,0,3,0,1,0,5,0,9,1000000,3,0,5,1653,1551,-1
5381,0,0,0,-9,0,0,-1000000,0,-1,0,-5,0,0,-1,-1,0,1,-1,0,-3,0,0,0,-1,0,0,0,-5,0,3,0,3,1,0,0,1,0,1,0,-3,0,0,0,0,1,0,0,9,5,0,-1,0,0,0,1,1,0,0,3,0,0,5,1000000,0,267,2028,1
5382,0,0,-5,0,-1000000,-3,0,-5,3,0,0,0,0,-1,0,-1,0,0,3,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,-9,0,0,0,0,1000000,0,0,1973,454,-1
5383,0,0,0,0,0,0,-1000000,0,0,-1,0,-5,0,-5,-3,0,-1,0,-1,-3,-1,-3,-1,-1,1,0,0,0,-1,0,0,0,0,1,0,-1,1,0,1,1,0,9,3,1,0,1,0,0,0,3,1,3,0,0,5,0,0,0,0,0,5,0,1000000,0,1421,1671,1
5384,-5,0,0,-9,-1000000,0,0,-5,-1,0,0,-3,-3,-1,-1,0,9,-1,3,0,0,-3,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,3,1,5,3,3,5,0,0,1000000,0,599,613,1
5385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1000000,-1,0,0,1,1,0,-3,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,-9,0,0,0,1000000,0,0,0,0,0,0,0,5,0,1955,429,-1
5386,0,0,-5,0,0,-5,-1000000,0,0,0,0,0,0,-1,-1,0,-1,0,-3,0,-1,0,0,-1,0,0,-3,-1,1,0,0,0,1,-9,0,0,0,3,0,1,0,1,0,3,0,9,1,0,0,0,0,3,0,5,0,0,5,0,3,0,0,0,1000000,0,222,516,1
5387,0,0,0,-9,0,0,-1000000,0,-1,-3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-3,-3,0,0,0,0,-1,-1,0,3,0,0,0,0,0,0,-1,0,0,1,1,3,1,1,0,-3,1000000,0,0,1,3,5,0,0,0,0,0,0,0,0,1277,1026,-1
5388,0,0,0,-5,0,-3,0,0,0,-1,0,0,-1000000,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-9,0,-1,0,-1,0,0,0,0,0,1,0,-3,-5,0,3,3,0,0,0,9,0,1,1,1,0,0,1,1,0,5,0,0,0,0,5,1000000,0,1126,653,-1
5389,0,0,0,0,0,-1000000,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,1000000,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,1132,938,-1
5390,-5,0,0,-3,-1000000,0,-5,0,-1,-1,0,-3,0,-1,0,-1,0,0,0,0,0,-3,-3,0,0,3,0,-1,0,-9,0,0,0,0,-1,1,-1,3,0,0,9,0,1,0,3,0,0,1,1,1,0,0,1,1,0,0,0,0,1000000,5,0,0,5,0,1901,1500,-1
5391,0,0,0,0,0,0,0,-1000000,-1,0,0,0,0,0,-3,0,0,0,0,0,0,0,-1,0,0,0,-9,3,0,0,0,-1,0,0,1,0,-1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1000000,0,1117,381,-1
5392,-5,0,0,0,0,0,0,0,0,-1,0,-3,0,0,-1000000,0,-1,-9,0,0,-1,-1,0,0,0,0,5,-3,-5,0,0,-1,0,1,0,0,0,-1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,9,0,0,5,3,0,1000000,0,1691,2099,1
5393,0,0,-1000000,0,-5,0,-5,0,0,-1,0,-3,0,0,0,-1,0,-3,-3,-9,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,3,0,0,0,5,0,9,0,1000000,0,0,5,534,482,-1
5394,0,0,-1000000,0,0,0,-5,-5,0,-1,0,-3,0,0,0,0,0,0,-3,0,0,-3,0,-9,-1,0,-1,0,-1,0,0,1,1,0,1,-1,0,-1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,9,3,0,0,0,0,5,5,0,1000000,0,2020,773,-1
5395,-5,0,0,-3,-1000000,0,0,-5,0,0,-9,-3,0,-1,-1,-3,0,0,-3,-1,0,0,0,0,0,0,-1,0,-1,1,1,-1,0,0,1,0,1,0,0,1,1,0,3,1,3,3,1000000,3,9,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1258,1253,-1
5396,-5,0,-5,0,0,0,-1000000,0,-1,-3,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-9,0,3,1,0,0,0,0,1,0,0,1000000,0,0,0,1,0,0,0,0,1,1,1,5,3,0,0,0,3,0,5,2055,1884,-1
5397,0,0,0,0,-5,-5,-1000000,0,0,-1,0,0,0,0,0,0,-3,-9,0,-3,0,0,0,-1,-1,0,-3,1,0,1,-1,1,-3,0,1,0,-1,1,0,0,1,3,0,-1,0,0,3,0,0,1,0,0,0,0,3,0,0,5,3,9,0,1000000,0,5,1442,1099,-1
5398,-5,0,-3,-9,-1000000,0,0,-5,0,-1,0,-3,-3,-1,0,0,-1,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,0,1000000,1,0,5,0,3,0,0,3,0,5,1177,1646,1
5399,-5,0,0,0,0,-5,-1000000,0,0,-1,0,-3,-3,3,-1,0,-1,0,-3,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,3,1,0,0,0,0,1,1,1,0,9,3,3,0,-9,5,0,0,0,1000000,5,0,0,1699,1109,-1
5400,0,3,0,0,0,0,0,-3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1000000,0,0,0,-1,0,0,-1,0,0,0,-3,1,0,0,0,0,0,0,1,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,774,716,-1
5401,0,0,0,0,-5,0,-1000000,0,-1,-3,-3,0,1,0,0,-3,0,0,0,0,0,0,5,0,0,-1,-1,0,0,0,3,0,0,0,0,-1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,5,0,0,0,0,0,1000000,0,439,519,1
5402,-5,-3,-3,-9,0,-3,0,-5,-1,0,0,-1000000,1,9,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,3,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,5,0,3,0,1000000,3,0,5,1922,2079,1
5403,-5,0,0,0,-1000000,-3,-5,0,0,-3,-9,0,0,-1,0,0,-1,0,-3,0,-1,0,0,-1,0,-1,-1,0,1,0,0,0,0,0,0,0,3,1,0,0,3,0,0,-1,0,0,1,0,1,1,0,3,0,0,0,1,5,0,3,9,0,5,1000000,0,424,399,-1
5404,0,0,-3,0,-5,-9,0,-1000000,-1,0,-3,0,0,0,-3,-1,-3,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,-1,-1,0,3,0,0,1,0,0,0,1,0,0,1,3,0,0,1,0,1,0,0,3,9,0,5,1000000,0,854,1142,1
5405,0,-5,0,0,-1000000,0,0,0,-1,-3,-9,-1,-3,-1,-3,0,0,0,0,0,-1,3,-1,0,0,1,-1,0,1,-3,0,-5,0,0,0,0,0,0,0,1,0,1,1,1,0,-1,0,0,0,0,0,0,0,1,0,0,5,0,0,9,1000000,3,0,5,2016,2010,-1
5406,-5,0,0,0,-1000000,0,0,-5,-1,0,-9,0,0,-1,-3,0,3,-1,-1,0,-1,-3,-1,0,0,0,1,0,0,-3,0,0,0,0,3,1,-1,3,-1,1,0,0,9,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1000000,0,0,5,1061,1817,1
5407,0,0,0,0,0,0,-5,0,0,-3,0,0,-3,0,0,-1000000,-1,0,-3,0,0,0,0,-1,0,-1,-1,0,0,-3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,9,0,0,0,1,0,0,0,5,3,0,-9,3,0,5,0,0,1000000,0,0,597,2496,1
5408,0,0,0,-9,0,-5,0,-1000000,-5,-1,0,-3,0,0,-1,0,-1,0,-3,0,0,0,0,-3,0,0,0,0,0,-1,-1,1,0,0,1,-1,1,-1,0,0,0,1,0,1,0,0,1,0,0,0,3,9,0,0,3,0,0,0,1000000,5,0,0,0,5,1223,295,-1
5409,0,-5,0,0,0,-5,0,-1000000,0,0,0,3,-9,0,0,-1,0,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,1,0,0,1,0,-3,1,-1,0,1,1,0,0,5,0,1,0,3,0,0,0,0,0,0,1000000,9,0,0,0,5,1494,2278,1
5410,-5,0,0,0,-3,0,0,-5,0,0,-1000000,-9,0,5,0,0,0,0,-1,0,3,0,-1,0,-1,-1,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,0,0,0,0,1000000,0,1676,938,-1
5411,0,0,0,0,-5,0,-1000000,0,-1,0,0,3,0,-1,3,0,0,-1,0,0,0,0,-3,-1,0,-9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,5,1000000,0,1080,1650,1
5412,0,0,0,0,-5,0,0,-1000000,0,0,0,0,0,0,-9,0,-5,0,-3,5,0,0,0,-1,0,-1,9,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1000000,1,0,0,0,0,0,0,0,0,2281,825,-1
5413,0,0,0,-5,0,0,-5,0,0,-1,0,0,-9,-3,0,-1000000,0,3,0,-1,0,0,-1,-3,1,-1,1,1,-1,0,0,-1,0,0,3,0,1,-3,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,9,5,0,1000000,2319,2303,-1
5414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-1000000,0,0,0,0,-3,-9,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776,1365,-1
5415,-5,0,0,0,-5,-3,-1000000,0,9,-1,0,0,0,-1,-1,0,0,0,-3,0,0,0,0,-1,0,0,0,-1,0,0,0,-9,0,0,-3,1,0,0,0,0,1,5,0,0,1,3,0,1,3,0,0,0,0,1,1,0,0,5,0,0,3,0,1000000,0,1906,1460,-1
5416,0,0,0,0,0,0,-1000000,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,-3,0,0,-1,0,-5,0,0,0,-1,0,1,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1000000,0,0,0,0,0,0,0,0,0,0,1756,577,-1
